Title,Author,Citation,PMID,Free Access,Abstract
"
              
                Mapping Malaria Vector Habitats in West Africa: Drone Imagery and Deep Learning Analysis for Targeted Vector Surveillance.
              
            ","Trujillano F, Garay GJ, Alatrista-Salas H, Byrne I, Nunez-Del-Prado M, Chan K, Manrique E, Johnson E, Apollinaire N, Kouame Kouakou P, Oumbouke WA, Tiono AB, Guelbeogo MW, Lines J, Carrasco-Escobar G, Fornace K.",<built-in method split of str object at 0x000001D3E246EDB0>,37324796,Yes,"
              Disease control programs are needed to identify the breeding sites of mosquitoes, which transmit malaria and other diseases, in order to target interventions and identify environmental risk factors. The increasing availability of very-high-resolution drone data provides ne …
            "
"
              
                Robustness Through Simplicity: A Minimalist Gateway to Neurorobotic Flight.
              
            ",Levy SD.,<built-in method split of str object at 0x000001D3E4792E90>,32231529,Yes,"
              In attempting to build neurorobotic systems based on flying animals, engineers have come to rely on existing firmware and simulation tools designed for miniature aerial vehicles (MAVs). Although they provide a valuable platform for the collection of data for Deep Learning …
            "
"
Unmanned aerial system protocol for quarry restoration and mineral extraction monitoring.
              
            ","Carabassa V, Montero P, Crespo M, Padró JC, Pons X, Balagué J, Brotons L, Alcañiz JM.",<built-in method split of str object at 0x000001D3E352ECD0>,32721284,Yes,"
              Our work aims to synthesize various remote sensing applications into a single workflow in order to obtain cartographic products using Unmanned Aerial Systems (UAS), not only for mine restoration management, but also as a way of monitoring mining activity as a whole. …
            "
"
              
                Horizontal transmission of a parasite is influenced by infected host phenotype and density.
              
            ","Roberts KE, Hughes WO.",<built-in method split of str object at 0x000001D3E4792F70>,25111753,No,"
              The transmission level was much greater in an experiment where the infected individuals were drones than in an experiment where they were workers, suggesting drones may act as intracolonial 'superspreaders'. ...
            "
"
              
                Royal Jelly.
              
            ",[No authors listed],<built-in method split of str object at 0x000001D3E1ED7280>,35593875,Yes,"
              Royal jelly is a milk-like secretion of honey bees that is used to feed larvae for 3 days for the worker bees and drones and until full development for the queen. Royal jelly has been used widely as a dietary supplement for its purported health prompting properties. ...
            "
"
              
                Development of the Use of Unmanned Aerial Vehicles (UAVs) in Emergency Rescue in China.
              
            ","Li T, Hu H.",<built-in method split of str object at 0x000001D3E3827E10>,34703340,Yes,"
              With the frequent occurrence of various disaster events, China has attached high importance to emergency rescue in recent years. Unmanned aerial vehicles (UAVs) are becoming more extensively used in emergency rescue, thanks to their flexibility, intellectuality, and …
            "
"
              
                Recent advances in the remote sensing of insects.
              
            ","Rhodes MW, Bennie JJ, Spalding A, Ffrench-Constant RH, Maclean IMD.",<built-in method split of str object at 0x000001D3E30E1110>,34609062,No,"
              Entomological radar and light detection and ranging (LiDAR), for example, are transforming our understanding of aerial insect abundance and movement ecology, whilst ultra-high spatial resolution drone imagery presents tantalising new opportunities for direct observa …
            "
"
              
                Efficient Forest Fire Detection Index for Application in Unmanned Aerial Systems (UASs).
              
            ","Cruz H, Eckert M, Meneses J, Martínez JF.",<built-in method split of str object at 0x000001D3E485E830>,27322264,Yes,"
              Additional tests have been performed on fires in their early stages, achieving a precision rate of p = 96.62%. The method could be used in real-time in Unmanned Aerial Systems (UASs), with the aim of monitoring a wider area than through fixed surveillance systems. . …
            "
"
              
                Spatial distributions of inorganic elements in honeybees (Apis mellifera L.) and possible relationships to dietary habits and surrounding environmental pollutants.
              
            ","Wang TH, Jian CH, Hsieh YK, Wang FN, Wang CF.",<built-in method split of str object at 0x000001D3E36EEE30>,23646931,No,"
              Interestingly, only worker bees contained these magnetic Fe-bearing NPs; no similar features appeared in larvae, pupae, wasps, or drones. Second, a detectable amount of Pb accumulated particularly in the alimentary canals of worker bees. Again, no detectable amounts of Pb …
            "
"
              
                Temporal and morphological differences in post-embryonic differentiation of the mushroom bodies in the brain of workers, queens, and drones of Apis mellifera (Hymenoptera, Apidae).
              
            ","Roat TC, da Cruz Landim C.",<built-in method split of str object at 0x000001D3E311B290>,18602268,No,"
              The mushroom bodies of workers are precociously formed and are larger than those of queens and drones. Thus, workers have the largest mushroom bodies resulting from differential development during metamorphosis....
            "
"
              
                Evidence from mitochondrial DNA that African honey bees spread as continuous maternal lineages.
              
            ","Hall HG, Muralidharan K.",<built-in method split of str object at 0x000001D3E3696A30>,2566122,No,"
              Because mtDNA is maternally inherited, it would not be transmitted by mating drones and only transported by queens accompanying swarms. Furthermore, the presence of African mtDNA would reflect unbroken maternal lineages from the original bees introduced from Africa. ...Thu …
            "
"
              
                Autonomous aerial obstacle avoidance using LiDAR sensor fusion.
              
            ","Liang Q, Wang Z, Yin Y, Xiong W, Zhang J, Yang Z.",<built-in method split of str object at 0x000001D3E36EC930>,37379288,Yes,"
              The obstacle avoidance problem of unmanned aerial vehicle (UAV) mainly refers to the design of a method that can safely reach the target point from the starting point in an unknown flight environment. ...Next, the sensor data is processed by the vector field histogr …
            "
"
              
                Finding a Landing Site in an Urban Area: A Multi-Resolution Probabilistic Approach.
              
            ","Pinkovich B, Matalon B, Rivlin E, Rotstein H.",<built-in method split of str object at 0x000001D3E38271E0>,36560175,Yes,"
              This paper considers the problem of finding a landing spot for a drone in a dense urban environment. The conflicting requirements of fast exploration and high resolution are solved using a multi-resolution approach, by which visual information is collected by the drone …
            "
"
              
                Brood cell size of Apis mellifera modifies the reproductive behavior of Varroa destructor.
              
            ","Maggi M, Damiani N, Ruffinengo S, De Jong D, Principal J, Eguaras M.",<built-in method split of str object at 0x000001D3E47C5240>,19768560,No,"
              We examined the effect of brood cell width on the reproductive behavior of V. destructor in honey bee colonies, under natural conditions. Drone and worker brood combs were sampled from 11 colonies of Apis mellifera. ...Generalized additive model analysis showed that infest …
            "
"
              
                An analysis and reduction of disruptive behavior on school buses.
              
            ","Greene BF, Bailey JS, Barber F.",<built-in method split of str object at 0x000001D3E3827690>,7287600,Yes,"
              For both experiments an automated sound recording device (referred to as a Noise Guard) selectively responsive to frequencies above 500 Hz (i.e., unresponsive to bus drone) recorded both the duration and frequency of noise outbursts above a tolerable threshold. ...
            "
"
              
                An electron microscope study of the process of differentiation during spermatogenesis in the drone honey bee (Apis mellifera L.) with special reference to centriole replication and elimination.
              
            ","Hoage TR, Kessel RG.",<built-in method split of str object at 0x000001D3E3826F10>,5683704,No,"
"
"
              
                New Solutions for the Sample Transport and Results Delivery: A Digital Lab.
              
            ",Gruson D.,<built-in method split of str object at 0x000001D3E36CB310>,30479606,Yes,"
"
"
              
                Directional Resonant MEMS Acoustic Sensor and Associated Acoustic Vector Sensor.
              
            ","Ivancic J, Karunasiri G, Alves F.",<built-in method split of str object at 0x000001D3E4793130>,37837047,Yes,"
              Studies were conducted in the lab and in the field utilizing multiple acoustic sources (e.g., generated tones, gun shots, drones). The sensor operates at resonance, providing for high acoustic sensitivity and a high signal-to-noise ratio (SNR). ...
            "
"
              
                Obstacle avoidance in aerial pursuit.
              
            ","Brighton CH, Kempton JA, France LA, KleinHeerenbrink M, Miñano S, Taylor GK.",<built-in method split of str object at 0x000001D3E3FBD7F0>,37421951,Yes,"
              The same biased guidance law could also be used for obstacle avoidance in drones designed to intercept other drones in clutter, or to navigate between fixed waypoints in urban environments....
            "
"
              
                Genetic diversity within honeybee colonies increases signal production by waggle-dancing foragers.
              
            ","Mattila HR, Burke KM, Seeley TD.",<built-in method split of str object at 0x000001D3E38272D0>,18198143,Yes,"
              We created three pairs of colonies; each pair had one colony headed by a multiply mated queen (inseminated by 15 drones) and one colony headed by a singly mated queen. For each pair, we monitored the production of foraging-related signals over the course of 3 days. ...
            "
"
              
                Compact and modular autonomous surface vehicle for water research: The Naval Operating Research Drone Assessing Climate Change (NORDACC).
              
            ","Carlson DF, Akbulut S, Rasmussen JF, Hestbech CS, Andersen MH, Melvad C.",<built-in method split of str object at 0x000001D3E30E1230>,37529684,Yes,"
              Traditional sampling with a boat and several personnel onboard can be labor-intensive and safety requirements limit sampling activities in high-risk environments. This paper describes the Naval Operating Research Drone Assessing Climate Change (NORDACC). NORDACC is an open …
            "
"
              
                GPS Spoofing Detection Method for Small UAVs Using 1D Convolution Neural Network.
              
            ","Sung YH, Park SJ, Kim DY, Kim S.",<built-in method split of str object at 0x000001D3E2EE09D0>,36502112,Yes,"
              The navigation of small unmanned aerial vehicles (UAVs), such as quadcopters, significantly relies on the global positioning system (GPS); however, UAVs are vulnerable to GPS spoofing attacks. GPS spoofing is an attempt to manipulate a GPS receiver by broadcasting m …
            "
"
              
                Ionic and possible metabolic interactions between sensory neurones and glial cells in the retina of the honeybee drone.
              
            ","Coles JA, Tsacopoulos M.",<built-in method split of str object at 0x000001D3E3D4E7F0>,7334321,No,"
              This is a review paper that includes original calculations and figures. The drone retina is composed of two essentially uniform populations of cells, the photoreceptors and the glial cells. ...
            "
"
              
                Alcohol dehydrogenase polymorphism in Apis mellifera.
              
            ","Martins E, Mestriner MA, Contel EP.",<built-in method split of str object at 0x000001D3E40A2CE0>,869899,No,"
              Three and six different electrophoretic patterns were found, respectively, in drone and worker pupae analysis. The data indicate that the ADH isozymes are controlled by three alleles, Adh-1(1), Adh-1(2), and Adh-1(3). ...The effect of NAD on the resolution of this system w …
            "
"
              
                AirQuality Lab-on-a-Drone: A Low-Cost 3D-Printed Analytical IoT Platform for Vertical Monitoring of Gaseous H(2)S.
              
            ","Leal VG, Silva-Neto HA, da Silva SG, Coltro WKT, Petruci JFDS.",<built-in method split of str object at 0x000001D3E36EE030>,37672689,No,"
              The measurement of gaseous compounds in the atmosphere is a multichallenging task due to their low concentration range, long and latitudinal concentration variations, and the presence of sample interferents. Herein, we present a quadcopter drone deployed with a fully integ …
            "
"
              
                Impact of Diflubenzuron on Bombus impatiens (Hymenoptera: Apidae) Microcolony Development.
              
            ","Camp AA, Batres MA, Williams WC, Lehmann DM.",<built-in method split of str object at 0x000001D3E3D5C210>,31858127,Yes,"
              Using the insect growth regulator diflubenzuron as a reference toxicant, we monitored microcolony development from egg laying to drone emergence using the Eastern bumble bee Bombus impatiens (C.), a non-Apis species native to North America. ...Pupal cell production was als …
            "
"
              
                Comparing Learning Outcomes in Cardiopulmonary Resuscitation (CPR) and/or Automated External Defibrillator (AED) Training for Laypeople in Face-to-Face, Online, and Mixed Training Methods: An Integrative Literature Review.
              
            ","Gino B, Siraj S, Peixoto M, Benson A, Dubrowski A.",<built-in method split of str object at 0x000001D3E36EDE30>,37273311,Yes,"
              The evidence found in this study will be used to support the development and validation of a simulation-based training program to teach LP to operate AEDs delivered by drones in rural and remote (R&R) locations. This article is an integrative literature review with a q …
            "
"
              
                Sustainable consideration for traditional textile handloom cluster/village in pollution abatement - A case study.
              
            ","Kopperi H, Hemalatha M, Ravi Kiran B, Santhosh J, Venkata Mohan S.",<built-in method split of str object at 0x000001D3E3D53000>,36805470,No,"
              Nearly 65% of village population solely depend on weaving and dyeing works as primary occupation based on the household survey and generated wash water of 127 KLD on an average from the dyeing operations. Initially, a topographical survey (Aerial drone; PHANTOM 4 RT …
            "
"
              
                [Research on remote sensing recognition of wild planted Lonicera japonica based on deep convolutional neural network].
              
            ","Shi TT, Zhang XB, Guo LP, Jing ZX, Huang LQ.",<built-in method split of str object at 0x000001D3E3D52DE0>,33496104,No,"
              The GoogLeNet network model is used to learn a large number of training samples to extract L. japonica characteristics from drone remote sensing images. Parameters, further optimize the network structure, and obtain a L. japonica recognition model. ...
            "
"
              
                Sensory evaluation of pralines containing different honey products.
              
            ","Popov-Raljić JV, Laličić-Petronijević JG, Georgijev AS, Popov VS, Mladenović MA.",<built-in method split of str object at 0x000001D3E2168470>,22163633,Yes,"
              These pralines were obtained from dark chocolate containing 60% cocoa components, filled with Apis mellifera carnica Poll drone larvae, blossom honey and a blossom honey/pollen mixture from the protected region of Stara Planina-Eastern Serbia (a specific botanical region). …
            "
"
              
                Detection of REEs with lightweight UAV-based hyperspectral imaging.
              
            ","Booysen R, Jackisch R, Lorenz S, Zimmermann R, Kirsch M, Nex PAM, Gloaguen R.",<built-in method split of str object at 0x000001D3E499C470>,33060759,Yes,"
              Efficient and innovative methods are required to mitigate these limitations. The use of lightweight unmanned aerial vehicles (UAVs) provides a unique opportunity to conduct rapid and non-invasive exploration even in socially sensitive areas and in relatively inacces …
            "
"
              
                Honey bee (Apis mellifera) drones survive oxidative stress due to increased tolerance instead of avoidance or repair of oxidative damage.
              
            ","Li-Byarlay H, Huang MH, Simone-Finstrom M, Strand MK, Tarpy DR, Rueppell O.",<built-in method split of str object at 0x000001D3E30E1D70>,27422326,Yes,"
              Here, we develop a protocol for inducing oxidative stress in honey bee males (drones) via Paraquat injection. After injection, individuals from different colony sources were kept in common social conditions to monitor their survival compared to saline-injected controls. .. …
            "
"
              
                Linguistic Explanations of Black Box Deep Learning Detectors on Simulated Aerial Drone Imagery.
              
            ","Alvey B, Anderson D, Keller J, Buck A.",<built-in method split of str object at 0x000001D3E3824120>,37571666,Yes,"
              Deep learning has become increasingly common in aerial imagery analysis. As its use continues to grow, it is crucial that we understand and can explain its behavior. ...A systematic process was outlined for the evaluation of an object detector on a low altitude aerial …
            "
"
              
                Assessment of the Mechanical Properties of Selected PLA Filaments Used in the UAV Project.
              
            ","Graba M, Grycz A.",<built-in method split of str object at 0x000001D3E2EE0650>,36770201,Yes,"
              The paper presents the evaluation of selected mechanical properties of PLA filaments used in the production of unmanned aerial vehicles (UAV). The manuscript covers a short description of the principles of pattern design and presents a shortened division of incremen …
            "
"
              
                Proprotein convertase 1/3 inhibited macrophages: A novel therapeutic based on drone macrophages.
              
            ","Duhamel M, Rodet F, Murgoci A, Wisztorski M, Day R, Fournier I, Salzet M.",<built-in method split of str object at 0x000001D3E41462A0>,29900108,Yes,"
              Therefore, we name these proprotein convertase inhibited macrophages the ""drone macrophages"". They constitute an innovative cell therapy to treat efficiently tumors....
            "
"
              
                Octanoic acid confers to royal jelly varroa-repellent properties.
              
            ","Nazzi F, Bortolomeazzi R, Della Vedova G, Del Piccolo F, Annoscia D, Milani N.",<built-in method split of str object at 0x000001D3E30E1E90>,19050844,No,"
              Reproduction takes place only inside bee brood cells that are invaded just before sealing; drone cells are preferred over worker cells, whereas queen cells are not normally invaded. ...Chemical analysis showed that octanoic acid is a major volatile component of royal jelly …
            "
"
              
                Evolution of Blood Sample Transportation and Monitoring Technologies.
              
            ","Patel MK, El-Khoury JM, Simundic AM, Farnsworth CW, Broell F, Genzen JR, Amukele TK.",<built-in method split of str object at 0x000001D3E30E20D0>,33615326,No,"
"
"
              
                Author Correction: Collecting critically endangered cliff plants using a drone-based sampling manipulator.
              
            ","La Vigne H, Charron G, Rachiele-Tremblay J, Rancourt D, Nyberg B, Desbiens AL.",<built-in method split of str object at 0x000001D3E30E21F0>,36229518,Yes,"
"
"
              
                Development of Multiple UAV Collaborative Driving Systems for Improving Field Phenotyping.
              
            ","Lee HS, Shin BS, Thomasson JA, Wang T, Zhang Z, Han X.",<built-in method split of str object at 0x000001D3E3612D30>,35214326,Yes,"
Unmanned aerial vehicle-based remote sensing technology has recently been widely applied to crop monitoring due to the rapid development of unmanned aerial vehicles, and these technologies have considerable potential in smart agriculture applications. …
            "
"
              
                A Molecular Drone for Atomic-Scale Fabrication Working under Ambient Conditions.
              
            ","Baldoni M, Mercuri F, Cavallini M.",<built-in method split of str object at 0x000001D3E4793C90>,33844346,No,"
              Here, a new paradigm is demonstrated for surface atom manipulation that overcomes the limitations of SPM techniques by replacing the SPM probe with a coordination compound that exploits surface atom complexation as a tool for atomic-scale fabrication. The coordination compound wo …
            "
"
              
                Dehumanization increases instrumental violence, but not moral violence.
              
            ","Rai TS, Valdesolo P, Graham J.",<built-in method split of str object at 0x000001D3E499C580>,28739935,Yes,"
              In attitude surveys, ascribing reduced capacities for cognitive, experiential, and emotional states to victims predicted support for practices where victims are harmed to achieve instrumental goals, including sweatshop labor, animal experimentation, and drone strikes that …
            "
"
              
                Author Correction: Real-time breath recognition by movies from a small drone landing on victim's bodies.
              
            ","Saitoh T, Takahashi Y, Minami H, Nakashima Y, Aramaki S, Mihara Y, Iwakura T, Odagiri K, Maekawa Y, Yoshino A.",<built-in method split of str object at 0x000001D3E373B0F0>,34588583,Yes,"
"
"
Drone takes to the skies to image offshore reefs.
              
            ",Silver A.,<built-in method split of str object at 0x000001D3E46FF3F0>,31239570,No,"
"
"
              
                Optimized deep learning vision system for human action recognition from drone images.
              
            ","Samma H, Sama ASB.",<built-in method split of str object at 0x000001D3E35A26A0>,37362716,Yes,"
              There are several benefits to constructing a lightweight vision system that is implemented directly on limited hardware devices. Most deep learning-based computer vision systems, such as YOLO (You Only Look Once), use computationally expensive backbone feature extractor ne …
            "
"
              
                Exploring the Chemical Constituents and Nutritive Potential of Bee Drone (Apilarnil): Emphasis on Antioxidant Properties.
              
            ","El-Wahed AA, Khalifa SAM, Aldahmash B, Zhang H, du M, Zhao C, Tahir HE, Saeed A, Hussain H, Guo Z, El Seedi HR.",<built-in method split of str object at 0x000001D3E373B730>,38329156,No,"
              A lesser-known bee product called drone brood homogenate (DBH, apilarnil) has recently attracted scientific interest for its chemical and biological properties. It contains pharmacologically active compounds that may have neuroprotective, antioxidant, fertility-enhancing, …
            "
"
              
                Wind estimation around the shipwreck of Oriental Star based on field damage surveys and radar observations.
              
            ","Meng Z, Yao D, Bai L, Zheng Y, Xue M, Zhang X, Zhao K, Tian F, Wang M.",<built-in method split of str object at 0x000001D3E2FB8ED0>,26913216,Yes,"
              Based on observational analyses and on-site ground and aerial damage surveys, this work aims to reveal the weather phenomena-especially the wind situation-when Oriental Star capsized in the Yangtze River on June 1, 2015. ...
            "
"
              
                An impact assessment of the use of aerial logistics to improve access to vaccines in the Western-North Region of Ghana.
              
            ","Kremer P, Haruna F, Tuffour Sarpong R, Agamah D, Billy J, Osei-Kwakye K, Aidoo P, Dodoo D, Okoh-Owusu M.",<built-in method split of str object at 0x000001D3E3FBD2F0>,37344263,Yes,"
              However, many countries in Sub-Saharan Africa struggle to achieve vaccination targets due to supply chain challenges, which lead to vaccine shortages, stockouts, and increased costs. We evaluated the effects of aerial logistics (centralized storage and delivery by drone …
            "
"
              
                Structure from motion photogrammetry in ecology: Does the choice of software matter?
              
            ","Forsmoo J, Anderson K, Macleod CJA, Wilkinson ME, DeBell L, Brazier RE.",<built-in method split of str object at 0x000001D3E49761F0>,31871623,Yes,"
              Image-based modeling, and more precisely, Structure from Motion (SfM) and Multi-View Stereo (MVS), is emerging as a flexible, self-service, remote sensing tool for generating fine-grained digital surface models (DSMs) in the Earth sciences and ecology. However, drone-based …
            "
"
              
                Androgenic effect of honeybee drone milk in castrated rats: roles of methyl palmitate and methyl oleate.
              
            ","Seres AB, Ducza E, Báthori M, Hunyadi A, Béni Z, Dékány M, Hajagos-Tóth J, Verli J, Gáspár R.",<built-in method split of str object at 0x000001D3E3FBCB70>,24607508,No,"
              ETHNOPHARMACOLOGICAL RELEVANCE: Numerous honeybee (Apis mellifera) products have been used in traditional medicine to treat infertility and to increase vitality in both men and women. Drone milk (DM) is a relatively little-known honeybee product with a putative sexual horm …
            "
"
              
                Route-Planning Method for Plant Protection Rotor Drones in Convex Polygon Regions.
              
            ","Hu S, Xu T, Wang B.",<built-in method split of str object at 0x000001D3E3735890>,33810149,Yes,"
              Aiming at the problem of low operating efficiency due to the poor endurance of plant protection rotor drones and the small volume of pesticide carried, this paper proposes a route-planning algorithm for convex polygon regions based on the initial heading angle. ...
            "
"
              
                Osmotic concentration in three races of honey bee, Apis mellifera L. under environmental conditions of arid zone.
              
            ","Ali H, Alqarni AS, Owayss AA, Hassan AM, Smith BH.",<built-in method split of str object at 0x000001D3E3A4A9A0>,28663708,Yes,"
              Overall mean recorded during summer was significantly higher than the mean of spring season. Combined osmotic concentration in young drones of all races was significantly lower than that of old drones during spring and summer seasons....
            "
"
              
                The case for remote sensing of individual plants.
              
            ","Kellner JR, Albert LP, Burley JT, Cushman KC.",<built-in method split of str object at 0x000001D3E41218A0>,31469408,Yes,"
"
"
              
                UAVs and Machine Learning Revolutionising Invasive Grass and Vegetation Surveys in Remote Arid Lands.
              
            ","Sandino J, Gonzalez F, Mengersen K, Gaston KJ.",<built-in method split of str object at 0x000001D3E3824F30>,29462912,Yes,"
              This paper presents a pipeline process to detect and generate a pixel-wise segmentation of invasive grasses, using buffel grass (Cenchrus ciliaris) and spinifex (Triodia sp.) as examples. The process integrates unmanned aerial vehicles (UAVs) also commonly known as …
            "
"
              
                Enabling a large-scale assessment of litter along Saudi Arabian red sea shores by combining drones and machine learning.
              
            ","Martin C, Zhang Q, Zhai D, Zhang X, Duarte CM.",<built-in method split of str object at 0x000001D3E485D330>,33652184,No,"
              Here we show the application of an emerging technique, the use of drones for acquisition of high-resolution beach images coupled with machine learning for their automatic processing, aimed at achieving the first national-scale beach litter survey completed by only one oper …
            "
"
              
                Introduction of Varroa destructor has not altered honey bee queen mating success in the Hawaiian archipelago.
              
            ","Rusert LM, Pettis JS, Tarpy DR.",<built-in method split of str object at 0x000001D3E2EE0030>,33446846,Yes,"
              However, little is known about how varroa mites might diminish local populations of honey bee males (drones) that might affect the mating success of queens. As one of the world's last localities invaded by varroa mites, the Hawaiian Islands offer a unique opportunity to ex …
            "
"
Drones at the service for training on mass casualty incident: A simulation study.
              
            ","Fernandez-Pacheco AN, Rodriguez LJ, Price MF, Perez ABG, Alonso NP, Rios MP.",<built-in method split of str object at 0x000001D3E41476D0>,28658106,Yes,"
              In this study, we aimed to analyze the changes produced in the self-perception of students who were able to visualize aerial views of a simulation of a MCI. A simulation study, mixed method, was performed to compare the results from an ad hoc questionnaire. ...They also de …
            "
"
              
                Activity of telomerase and telomeric length in Apis mellifera.
              
            ","Korandová M, Frydrychová RČ.",<built-in method split of str object at 0x000001D3E246D6F0>,26490169,No,"
              Telomerase activity was found to be regulated in a development and caste-specific manner. During the development of somatic tissues of larval drones and workers, telomerase activity declined to 10 % of its level in embryos and remained low during pupal and adult stages but …
            "
"
              
                Detection of viral sequences in semen of honeybees (Apis mellifera): evidence for vertical transmission of viruses through drones.
              
            ","Yue C, Schröder M, Bienefeld K, Genersch E.",<built-in method split of str object at 0x000001D3E41219B0>,16630626,No,"
              Here, we report for the first time the detection of viral sequences in semen of honeybee drones suggesting mating as another horizontal and/or vertical route of virus transmission. ...
            "
"
Drone-Based Harvest Data Prediction Can Reduce On-Farm Food Loss and Improve Farmer Income.
              
            ","Wang H, Li T, Nishida E, Kato Y, Fukano Y, Guo W.",<built-in method split of str object at 0x000001D3E4121790>,37692103,Yes,"
              Here, we developed a full pipeline to accurately estimate and predict every broccoli head size (n > 3,000) automatically and nondestructively using drone remote sensing and image analysis. The individual sizes were fed to the temperature-based growth model and predicted …
            "
"
              
                Research on UAV Route Optimization Method Based on Double Target of Confidence and Ambiguity.
              
            ",Zhang H.,<built-in method split of str object at 0x000001D3E2EE08F0>,34335221,Yes,"
              In recent years, with the continuous development of drone technology, UAVs are used as unmanned and flightable devices, UAV plays an important role in remote sensing and GIS disciplines. ...In this context, this paper aims to analyze and study the UAV route o …
            "
"
              
                Using Drone Technology to Minimize Socioeconomic and Ethnic Cardiac Arrest Survival Disparities Within North Carolina.
              
            ","Schilling R, Kleinschmidt P, Borger J.",<built-in method split of str object at 0x000001D3E485DE30>,31685579,Yes,"
"
"
              
                Isolation by polyacrylamide gel electrophoresis of a light-sensitive vitamin A-protein complex from the retina of the honeybee drone.
              
            ","Pepe IM, Perrelet A, Baumann F.",<built-in method split of str object at 0x000001D3E2EE0730>,948879,No,"
"
"
              
                Incorporation of 3 H-labelled leucine into the protein fraction in the retina of the honeybee drone.
              
            ","Pepe IM, Baumann F.",<built-in method split of str object at 0x000001D3E2EE1DF0>,5010092,No,"
"
"
              
                Epibiotic fauna of the Antarctic minke whale as a reliable indicator of seasonal movements.
              
            ","Ten S, Konishi K, Raga JA, Pastene LA, Aznar FJ.",<built-in method split of str object at 0x000001D3E38275A0>,36564393,Yes,"
              Thus, field detection -with non-lethal methodologies, such as drones- of coronulid barnacles, especially X. globicipitis, on whales in the Southern Ocean could evince seasonal migration. ...
            "
"
              
                Identification of two piwi genes and their expression profile in honeybee, Apis mellifera.
              
            ","Liao Z, Jia Q, Li F, Han Z.",<built-in method split of str object at 0x000001D3E2EE1C30>,20513057,No,"
              We examined the expression levels of Am-aub and Am-ago3 in workers, queens, drones, and female larvae by quantitative PCR. Am-aub was more abundant than Am-ago3 in all the tested samples. Both Am-aub and Am-ago3 were highly expressed in drones but not in workers and …
            "
"
              
                An algorithm to generate 2D bathymetry of an Alpine river for habitat suitability assessment.
              
            ","Stucchi L, Fugazza D, Sharifi A, Traversa G, Diolaiuti G, Bocchiola D.",<built-in method split of str object at 0x000001D3E41463D0>,38325466,Yes,"
              Here we present an original approach to generate 2D high detail riverbed based on a drone photogrammetric survey, and RTK bathymetry measurements for Mera river in the Italian Alps. ...II) Thus, a trapezoidal channel with constant slope and variable width was defined using …
            "
"
              
                Human Autonomy in Future Drone Traffic: Joint Human-AI Control in Temporal Cognitive Work.
              
            ","Lundberg J, Arvola M, Palmerius KL.",<built-in method split of str object at 0x000001D3E36EFB30>,34355166,Yes,"
              This paper describes a design case of a future autonomous management system for drone traffic in cities in a key scenario we call The Computer in Brussels. ...
            "
"
              
                A Global-Local Self-Adaptive Network for Drone-View Object Detection.
              
            ","Deng S, Li S, Xie K, Song W, Liao X, Hao A, Qin H.",<built-in method split of str object at 0x000001D3E36EE130>,33360993,No,"
              Directly benefiting from the deep learning methods, object detection has witnessed a great performance boost in recent years. However, drone-view object detection remains challenging for two main reasons: (1) Objects of tiny-scale with more blurs w.r.t. ground-view objects …
            "
"
              
                Adaptive trust calibration for human-AI collaboration.
              
            ","Okamura K, Yamada S.",<built-in method split of str object at 0x000001D3E3D5C6C0>,32084201,Yes,"
              We evaluated our framework and four types of trust calibration cues in an online experiment using a drone simulator. A total of 116 participants performed pothole inspection tasks by using the drone's automatic inspection, the reliability of which could fluctuate de …
            "
"
              
                Wing and body kinematics of forward flight in drone-flies.
              
            ","Meng XG, Sun M.",<built-in method split of str object at 0x000001D3E35A85E0>,27526336,No,"
              Here, we present a detailed analysis of the wing and body kinematics in drone-flies in free flight over a range of speeds from hovering to about 8.5 m s(-1). ...
            "
"
              
                Complex pleiotropy characterizes the pollen hoarding syndrome in honey bees (Apis mellifera L.).
              
            ","Page RE Jr, Fondrk MK, Rueppell O.",<built-in method split of str object at 0x000001D3E47A2780>,23226916,Yes,"
              Additionally, four quantitative trait loci (QTL) for pollen hoarding behavior were assessed for their effect on sucrose responsiveness. Drone offspring of two hybrid queens were phenotyped for responsiveness and genotyped at marker loci for these QTL, identifying some plei …
            "
"
              
                Nosema ceranae has been present in Brazil for more than three decades infecting Africanized honey bees.
              
            ","Teixeira EW, Santos LG, Sattler A, Message D, Alves ML, Martins MF, Grassi-Sella ML, Francoy TM.",<built-in method split of str object at 0x000001D3E4144880>,24025844,No,"
              All molecular analyses (triplicate) indicated that the drones were infected with both N. ceranae and N. apis. PCR products were sequenced and matched to sequences reported in the GenBank (Acc. ...The venation pattern of the wings of these males was compared to those of the …
            "
"
              
                Ultra-Wideband Air-to-Ground Propagation Channel Characterization in an Open Area.
              
            ","Khawaja W, Ozdemir O, Erden F, Guvenc I, Matolak DW.",<built-in method split of str object at 0x000001D3E4147CC0>,34538881,Yes,"
              This paper studies the air-to-ground ultra-wideband channel through propagation measurements between 3.1 GHz to 4.8 GHz using unmanned-aerial-vehicles (UAVs). Different line-of-sight (LOS) and obstructed-LOS scenarios and two antenna orientations were used in the ex …
            "
