id,title,assignee,author ,priority date,filing/creation date,publication date,grant date,result_link,figure_link
CN-106714554-A,Spraying control method of drone and drone ,深圳市大疆创新科技有限公司,"吴旭民, 冯壮, 闫光, 孙久之, 敖继渊",2016-4-29,2016-4-29,2017-5-24,,https://patents.google.com/patent/CN106714554A/en,
CN-106892095-B,A kind of more rotor plant protection drones ,河南泽达智能科技有限公司,吴宇祥,2017-2-21,2017-2-21,2019-3-12,2019-3-12,https://patents.google.com/patent/CN106892095B/en,
WO-2019221467-A1,Solar module cleaning system using internet of things and drone ,솔라비젼 주식회사,이지용,2018-5-17,2019-5-13,2019-11-21,,https://patents.google.com/patent/WO2019221467A1/en,https://patentimages.storage.googleapis.com/19/b9/aa/631f1f49e71abf/PCTKR2019005732-appb-D000001.png
US-2016335898-A1,Automated drone management system ,"Vulcan, Inc.","Alan Caplan, Andrew Hicki, Keith Rosema",2015-4-9,2016-4-11,2016-11-17,,https://patents.google.com/patent/US20160335898A1/en,https://patentimages.storage.googleapis.com/f1/ae/68/364fc6ec5bb11b/US20160335898A1-20161117-D00000.png
KR-102171113-B1,The method and apparatus for allowing right of flight of drone ,한국전자기술연구원,"김재호, 이상신, 안일엽, 윤재석, 송민환, 최성찬, 류민우, 성낙명",2014-12-19,2014-12-19,2020-10-28,2020-10-28,https://patents.google.com/patent/KR102171113B1/en,https://patentimages.storage.googleapis.com/5e/a0/2c/fa349cea051314/112014123497375-pat00001.png
KR-101881123-B1,Detection drone for gas leak ,주식회사 엠지아이티,정우철,2018-1-22,2018-1-22,2018-7-23,2018-7-23,https://patents.google.com/patent/KR101881123B1/en,https://patentimages.storage.googleapis.com/eb/a9/f1/52e239bba3c85d/112018007058777-pat00001.png
US-11868144-B2,"Drone system, drone, plan management apparatus, plan management method for drone system, and plan management program for drone system ",Nileworks Inc.,"Chihiro Wake, Hiroshi Yanagishita",2019-1-23,2020-1-21,2024-1-9,2024-1-9,https://patents.google.com/patent/US11868144B2/en,https://patentimages.storage.googleapis.com/b2/03/86/a1635e3c851066/US11868144-20240109-D00000.png
KR-101968896-B1,Shooting system and method using drones ,강종진,강종진,2016-12-13,2016-12-13,2019-4-15,2019-4-15,https://patents.google.com/patent/KR101968896B1/en,https://patentimages.storage.googleapis.com/41/da/58/73ebace18c2cb4/112016121867387-pat00001.png
JP-7270758-B2,"Drone cluster system, takeoff control method, device, system and readable medium ",北京京東乾石科技有限公司,"波 張, 航 巴, 承賢 沙, 龍飛 鄭, 宇楠 陳",2019-3-18,2020-1-14,2023-5-10,2023-5-10,https://patents.google.com/patent/JP7270758B2/en,https://patentimages.storage.googleapis.com/2d/c1/54/0d8021e9337b23/0007270758000006.png
US-2018184269-A1,Autonomous Mesh Enabled Mobile Drone Hive ,"Flyspan System, Inc.","Brock Christoval, Vincent John Capobianco, JR., Basilio Delmar Bena, Akash Chudasama",2015-10-9,2016-10-9,2018-6-28,,https://patents.google.com/patent/US20180184269A1/en,https://patentimages.storage.googleapis.com/84/79/07/eb302b54bd220b/US20180184269A1-20180628-D00000.png
KR-102034494-B1,Anti-Drones system and operation methode to neutralize abusing drones ,동명대학교산학협력단,"이상민, 하종훈, 김동준, 조규성",2018-2-12,2018-2-12,2019-10-21,2019-10-21,https://patents.google.com/patent/KR102034494B1/en,https://patentimages.storage.googleapis.com/66/60/35/cb5ea435c7ff4c/112018015349881-pat00002.png
US-10279908-B2,Border surveillance and tagging unauthorized targets using drone aircraft and sensors ,Patrick ENOS,Patrick ENOS,2016-11-29,2016-11-29,2019-5-7,2019-5-7,https://patents.google.com/patent/US10279908B2/en,https://patentimages.storage.googleapis.com/3d/51/2a/ce1d84632aa655/US10279908-20190507-D00000.png
US-10067172-B1,Far-field antenna pattern characterization via drone/UAS platform ,"Softronics, Ltd.",Robert H. Sternowski,2016-7-21,2016-11-28,2018-9-4,2018-9-4,https://patents.google.com/patent/US10067172B1/en,https://patentimages.storage.googleapis.com/c6/ae/77/73e07506aebde2/US10067172-20180904-D00000.png
US-2018291579-A1,Snow/Ice Melting Drone Device ,"Shadecraft, Inc.",Armen Sevada Gharabegian,2017-2-4,2018-2-4,2018-10-11,,https://patents.google.com/patent/US20180291579A1/en,https://patentimages.storage.googleapis.com/fa/9a/bf/3c69ce1a1abf8f/US20180291579A1-20181011-D00000.png
KR-102202572-B1,road crack assessment method and system using drone image and artificial intelligent algorithm ,서울시립대학교 산학협력단,조수진,2019-11-25,2019-11-25,2021-1-12,2021-1-12,https://patents.google.com/patent/KR102202572B1/en,https://patentimages.storage.googleapis.com/b8/8b/23/df4fbabe49ff00/112019121168867-pat00004.png
US-11273912-B2,Traffic stop drone ,Venkata Rama Subba Rao Chundi,Venkata Rama Subba Rao Chundi,2018-11-28,2019-11-14,2022-3-15,2022-3-15,https://patents.google.com/patent/US11273912B2/en,https://patentimages.storage.googleapis.com/2b/a5/d5/8ff04221d329c5/US11273912-20220315-D00000.png
KR-101855864-B1,3d mapping technique construction site management system using drone for considering heavy construction equipment ,주식회사 포스코건설,"전진택, 김동완, 정영도, 김철환",2016-11-18,2016-11-18,2018-6-20,2018-6-20,https://patents.google.com/patent/KR101855864B1/en,https://patentimages.storage.googleapis.com/0d/cd/5e/a51b354395268e/112016112932403-pat00001.png
KR-101816803-B1,Power supply systems of the drone ,장수영,장수영,2015-11-30,2015-11-30,2018-1-11,2018-1-11,https://patents.google.com/patent/KR101816803B1/en,https://patentimages.storage.googleapis.com/ae/e6/b2/75f8e91ade7cfb/112015116903077-pat00001.png
WO-2019168042-A1,"Drone, control method thereof, and program ",株式会社ナイルワークス,"千大 和氣, 洋 柳下",2018-2-28,2019-2-27,2019-9-6,,https://patents.google.com/patent/WO2019168042A1/en,https://patentimages.storage.googleapis.com/cb/b8/f8/5b1b9d395cc0c3/JPOXMLDOC01-appb-D000001.png
KR-101844726-B1,Drone for construction suprvision and the method of supervision using the same ,이태영,이태영,2017-12-11,2017-12-11,2018-4-2,2018-4-2,https://patents.google.com/patent/KR101844726B1/en,https://patentimages.storage.googleapis.com/72/57/34/c5158c145942ca/112017122974568-pat00001.png
KR-102123983-B1,Smart drone for facility safety diagnosis and method for facility safety diagnosis using the same ,주식회사 지에스지,"조호진, 박재학",2019-10-21,2019-10-21,2020-6-18,2020-6-18,https://patents.google.com/patent/KR102123983B1/en,https://patentimages.storage.googleapis.com/38/0b/61/a83f9e8b7392e7/112019107209003-pat00001.png
KR-102155527-B1,Agricultural drone ,"전북대학교산학협력단, 대한민국(농촌진흥청장)","이지근, 알리두스트다프사리레자, 유승화",2019-10-8,2019-10-8,2020-9-14,2020-9-14,https://patents.google.com/patent/KR102155527B1/en,https://patentimages.storage.googleapis.com/0c/b4/52/3a7247914f12ff/112019102464810-pat00001.png
US-10717528-B1,Automatic flying delivery drone in precalculated flight routes and method for delivering merchandises ,Trung Vo Tran,Trung Vo Tran,2019-10-3,2019-10-3,2020-7-21,2020-7-21,https://patents.google.com/patent/US10717528B1/en,https://patentimages.storage.googleapis.com/33/00/e8/28dafc55019465/US10717528-20200721-D00000.png
US-11468778-B2,Emergency shutdown and landing for passenger drones and unmanned aerial vehicles with air traffic control ,"Metal Raptor, Llc",Lee Priest,2016-6-10,2019-10-2,2022-10-11,2022-10-11,https://patents.google.com/patent/US11468778B2/en,https://patentimages.storage.googleapis.com/30/0a/fb/2d5fa75e625fda/US11468778-20221011-D00000.png
US-10062126-B2,Method and system for controlling vehicles and drones ,International Business Machines Corporation,"Donald L. Bryson, Eric V. Kline, Sarbajit K. Rakshit",2016-2-10,2017-11-30,2018-8-28,2018-8-28,https://patents.google.com/patent/US10062126B2/en,https://patentimages.storage.googleapis.com/3d/db/e3/984823a335853a/US10062126-20180828-D00000.png
US-10843623-B2,Signal drone for an automobile ,"Ford Global Technologies, Llc",Jesus Marini Parissi,2015-11-12,2015-11-12,2020-11-24,2020-11-24,https://patents.google.com/patent/US10843623B2/en,https://patentimages.storage.googleapis.com/8f/42/b6/ae7c0af0998b43/US10843623-20201124-D00000.png
US-11281200-B2,Drone-enabled operator rounds ,"Fisher-Rosemount Systems, Inc.","Robert G. Halgren, III, Claudio Fayad, Gary K. Law, Mark J. Nixon",2018-10-1,2019-9-24,2022-3-22,2022-3-22,https://patents.google.com/patent/US11281200B2/en,https://patentimages.storage.googleapis.com/a2/96/2c/9d7e3b19aa2081/US11281200-20220322-D00000.png
US-2019238338-A1,Cloning drones using blockchain ,"Walmart Apollo, Llc","John J. O'Brien, Donald R. High, Joseph JURICH, Brian McHale, Robert Cantrell, Todd Mattingly",2018-1-31,2019-1-30,2019-8-1,,https://patents.google.com/patent/US20190238338A1/en,https://patentimages.storage.googleapis.com/5d/de/95/e88f7dc0a3ff44/US20190238338A1-20190801-D00000.png
WO-2018124688-A1,Drone control device for collision avoidance ,"이선구, 이충구","이선구, 이충구",2016-12-26,2017-12-26,2018-7-5,,https://patents.google.com/patent/WO2018124688A1/en,https://patentimages.storage.googleapis.com/45/43/93/a18ee1c3735e91/PCTKR2017015463-appb-img-000002.png
KR-102143497-B1,"Station for drone, system for charging drone, and drone used therefor ",크린팩토메이션 주식회사,"장재원, 윤준필",2019-8-14,2019-8-14,2020-8-12,2020-8-12,https://patents.google.com/patent/KR102143497B1/en,https://patentimages.storage.googleapis.com/ba/c2/74/7a23969b4eebc7/112019083654897-pat00001.png
CN-109839822-A,A kind of quadrotor drone height control method improving active disturbance rejection ,中国人民解放军火箭军工程大学,"席建祥, 王成, 杨小冈, 王乐, 贾枭, 姚辉",2019-2-27,2019-2-27,2019-6-4,,https://patents.google.com/patent/CN109839822A/en,
KR-101804968-B1,A Drone Control Unit Using Electromyographic Signals ,케이디엘 주식회사,장새별,2016-9-23,2016-9-23,2017-12-6,2017-12-6,https://patents.google.com/patent/KR101804968B1/en,https://patentimages.storage.googleapis.com/0b/e3/04/689c568e01f52c/112016092451574-pat00001.png
CN-109071021-A,Sowing apparatus and its control method and plant protection drone ,深圳市大疆创新科技有限公司,"常子敬, 冯壮, 黄稀荻",2017-12-18,2017-12-18,2018-12-21,,https://patents.google.com/patent/CN109071021A/en,
US-10017353-B1,Electrical cable reel module for a drone ,Aaron ZHANG,Aaron ZHANG,2017-4-21,2017-10-16,2018-7-10,2018-7-10,https://patents.google.com/patent/US10017353B1/en,https://patentimages.storage.googleapis.com/0d/cc/b5/564840edb10df3/US10017353-20180710-D00000.png
CN-108594856-A,Multi-source Information Fusion intelligent decision autonomous flight plant protection drone and control method ,农业部南京农业机械化研究所,"金永奎, 张玲, 薛新宇, 蔡晨, 张学进, 秦维彩, 孙竹, 周立新, 丁素明, 张宋超, 周良富, 孔伟, 顾伟, 崔龙飞, 王宝坤, 陈晨, 杨风波, 周晴晴, 乐飞翔, 孙涛, 徐阳",2018-5-29,2018-5-29,2018-9-28,,https://patents.google.com/patent/CN108594856A/en,
US-10358230-B2,Thermal arm for drone ,Qualcomm Incorporated,"Vivek SAHU, Mehdi Saeidi, Rajat Mittal, Melika ROSHANDELL",2016-9-12,2016-9-12,2019-7-23,2019-7-23,https://patents.google.com/patent/US10358230B2/en,https://patentimages.storage.googleapis.com/53/0d/43/6552ddfabd6a50/US10358230-20190723-D00000.png
JP-6329225-B2,Luggage monitoring system in warehouse using drone ,"ユーピーアール株式会社, 株式会社ミツノリ","酒田　健治, 健治 酒田, 康久 中村, 康久 中村, 清水　雅史, 雅史 清水, 毅俊 福山, 毅俊 福山, 水野　茂, 茂 水野",2016-9-12,2016-9-12,2018-5-23,2018-5-23,https://patents.google.com/patent/JP6329225B2/en,https://patentimages.storage.googleapis.com/61/e8/db/9fea377e470b65/0006329225-2.png
CN-106575120-B,The method and apparatus that flight landform for miniature drone identifies ,"艾克斯-马赛大学, 国家科学研究中心","弗兰克·鲁费尔, 法比恩·埃克斯佩",2013-10-18,2014-10-16,2019-8-9,2019-8-9,https://patents.google.com/patent/CN106575120B/en,
CN-108445766-A,Model-free quadrotor drone contrail tracker and method based on RPD-SMC and RISE ,山东大学,"马昕, 李轾, 宋锐, 荣学文, 田新诚, 田国会, 李贻斌",2018-5-15,2018-5-15,2018-8-24,,https://patents.google.com/patent/CN108445766A/en,
US-D891298-S,Drone ,Jiangui Zhao,Jiangui Zhao,2019-5-20,2019-5-20,2020-7-28,2020-7-28,https://patents.google.com/patent/USD891298S1/en,https://patentimages.storage.googleapis.com/f4/c7/18/5a586b642cfead/USD0891298-20200728-D00000.png
EP-3345831-B1,Drone capable of varying propeller arrangement shape ,Korea Aerospace Research Institute,Seon Ho Lee,2015-9-1,2016-8-26,2023-7-12,2023-7-12,https://patents.google.com/patent/EP3345831B1/en,https://patentimages.storage.googleapis.com/c0/2b/eb/dc84ece2778a81/imgf0001.png
US-11745875-B2,Base of stationing and automatic management for drones ,Dronus S.P.A.,Marco BALLERINI,2018-5-10,2019-5-9,2023-9-5,2023-9-5,https://patents.google.com/patent/US11745875B2/en,https://patentimages.storage.googleapis.com/51/2e/5c/76d84505c062cd/US11745875-20230905-D00000.png
US-10762926-B2,Automated data storage library drone accessor ,International Business Machines Corporation,"Brian G. Goodman, Tom Haberman, Michael P. McIntosh, Shawn M. Nave, Kenny Nian Gan Qiu, George G. Zamora",2017-12-1,2019-5-3,2020-9-1,2020-9-1,https://patents.google.com/patent/US10762926B2/en,https://patentimages.storage.googleapis.com/c3/bc/9b/1c1646b4500e0a/US10762926-20200901-D00000.png
KR-102018088-B1,Fine dust reducing drones ,서창훈,서창훈,2019-4-29,2019-4-29,2019-9-5,2019-9-5,https://patents.google.com/patent/KR102018088B1/en,https://patentimages.storage.googleapis.com/2a/53/86/c9a5da9033a71f/112019043660520-pat00001.png
RU-2710887-C1,Landing place for drone ,"Автономная некоммерческая организация высшего образования ""Университет Иннополис""","Айдар Ринатович Габдуллин, Муса Музагитович Галимов, Александр Сергеевич Климчик",2019-4-29,2019-4-29,2020-1-14,2020-1-14,https://patents.google.com/patent/RU2710887C1/en,https://patentimages.storage.googleapis.com/a4/58/d0/6a319956457477/00000007.png
KR-102142540-B1,Inspection method for damage of composite blades for wind turbine using machine learning and drone ,군산대학교산학협력단,강기원,2019-4-25,2019-4-25,2020-8-7,2020-8-7,https://patents.google.com/patent/KR102142540B1/en,https://patentimages.storage.googleapis.com/f6/23/07/dff03c8ab6f822/112019042648604-pat00001.png
KR-101831975-B1,Placard advertisement system using drone ,(주)더프리즘,황의숙,2016-8-18,2016-8-18,2018-2-23,2018-2-23,https://patents.google.com/patent/KR101831975B1/en,https://patentimages.storage.googleapis.com/0d/6f/2a/a54ae1032c53db/112016080075405-pat00001.png
TW-202102960-A,Drone inspection system and drone inspection method ,中強光電股份有限公司,"李國昶, 曾志能, 李振昇",2019-7-10,2019-8-2,2021-1-16,,https://patents.google.com/patent/TW202102960A/en,https://patentimages.storage.googleapis.com/c3/27/bb/6b60078d41e753/108127618-A0304-14-0001-1.png
US-11591885-B2,Selective untethered drone string for downhole oil and gas wellbore operations ,DynaEnergetics Europe GmbH,"Christian Eitschberger, Andreas Robert Zemla, Liam Mcnelis, Thilo Scharf, Shmuel Silverman, Arash Shahinpour, Gernot Uwe Burmeister",2018-5-31,2019-4-12,2023-2-28,2023-2-28,https://patents.google.com/patent/US11591885B2/en,https://patentimages.storage.googleapis.com/24/57/2d/b329f373136b8b/US11591885-20230228-D00000.png
US-2018095469-A1,"Autonomous system for shooting moving images from a drone, with target tracking and holding of the target shooting angle ",Parrot Drones,Edouard LEURENT,2016-10-5,2017-10-5,2018-4-5,,https://patents.google.com/patent/US20180095469A1/en,https://patentimages.storage.googleapis.com/64/40/87/8c1dabd6a7322e/US20180095469A1-20180405-D00000.png
KR-101967993-B1,Air purifying drone ,울산과학기술원,"장재성, 홍성결, 김정현",2017-8-21,2017-8-21,2019-4-10,2019-4-10,https://patents.google.com/patent/KR101967993B1/en,https://patentimages.storage.googleapis.com/6c/7c/a4/8f29846e8a1f63/112017080491813-pat00001.png
CN-106406325-B,Quadrotor drone modified feedback linearization control method based on Fuzzy Extension state observer ,浙江工业大学,"陈强, 龚相华, 卢敏, 王音强, 庄华亮, 孙明轩, 何熊熊",2016-7-27,2016-7-27,2019-5-31,2019-5-31,https://patents.google.com/patent/CN106406325B/en,
US-2017275025-A1,Luminaire-mounted landing platform for a drone ,"GE Lighting Solutions, LLC","David Mark Johnson, Kenneth A. Lane",2016-3-24,2016-5-19,2017-9-28,,https://patents.google.com/patent/US20170275025A1/en,https://patentimages.storage.googleapis.com/b2/08/2c/4ba3986d0a4f88/US20170275025A1-20170928-D00000.png
KR-101830880-B1,Capture drone for unlicensed drone ,송재근,송재근,2017-8-7,2017-8-7,2018-2-21,2018-2-21,https://patents.google.com/patent/KR101830880B1/en,https://patentimages.storage.googleapis.com/38/c0/fe/aeade487fdd8af/112017075769916-pat00011.png
JP-7214501-B2,drone system ,株式会社荏原製作所,基彦 能見,2019-2-20,2019-2-20,2023-1-30,2023-1-30,https://patents.google.com/patent/JP7214501B2/en,https://patentimages.storage.googleapis.com/63/88/53/c56a545326a4b0/0007214501000001.png
CN-110502027-A,A kind of quadrotor drone posture fault tolerant control method based on adaptive terminal sliding formwork ,南京邮电大学,"曹科才, 王月男, 徐德宝, 王杰",2019-9-16,2019-9-16,2019-11-26,,https://patents.google.com/patent/CN110502027A/en,
DE-102015008256-B4,Defense drone to ward off small drones ,Diehl Defence Gmbh & Co. Kg,Norbert Stelte,2015-6-26,2015-6-26,2017-7-6,2017-7-6,https://patents.google.com/patent/DE102015008256B4/en,https://patentimages.storage.googleapis.com/cd/56/58/00b1dc5774466b/DE102015008256B4_0002.png
GB-201702515-D0,Fusion of images from drone and vehicle ,Continental Automotive Gmbh,,2017-2-16,2017-2-16,2017-4-5,,https://patents.google.com/patent/GB201702515D0/en,
JP-2021046111-A,Drone port ,"Ｉｈｉ運搬機械株式会社, Ihi Transport Machinery Co Ltd","隆之 ▲曽▼我, 隆之 ▲曽▼我, Takayuki Soga, 克之 ▲高▼橋, 克之 ▲高▼橋, Katsuyuki Takahashi, 右季 小野, Yuki Ono, 右季 小野, 雄大 梶原, Takehiro Kajiwara, 雄大 梶原, 慎太郎 巽, Shintaro Tatsumi, 慎太郎 巽",2019-9-19,2019-9-19,2021-3-25,,https://patents.google.com/patent/JP2021046111A/en,https://patentimages.storage.googleapis.com/35/3c/0b/a622dca319b202/2021046111-3.png
US-10739435-B2,System method for acoustic source localization with aerial drones ,Tata Consultancy Services Limited,"Prasant Kumar Misra, Achanna Anil KUMAR, Balamura Lidhar PURUSH OTHAMAN",2017-7-28,2018-3-27,2020-8-11,2020-8-11,https://patents.google.com/patent/US10739435B2/en,https://patentimages.storage.googleapis.com/34/7f/15/4cbc29ba27d507/US10739435-20200811-D00000.png
CN-108990945-A,A kind of more rotor plant protection drones of ultra-wide spraying swath ,北京国信聚惠科技有限公司,"刘晓阳, 林海英, 王滨",2017-7-3,2018-7-3,2018-12-14,,https://patents.google.com/patent/CN108990945A/en,
IL-294087-A,Hovering firearm system for drones and methods of use thereof ,"Next Sniper Ltd, Kipnis Boris, Golan Chen","Kipnis Boris, Golan Chen",2019-12-19,2020-12-18,2022-8-1,,https://patents.google.com/patent/IL294087A/en,
KR-20150071694-A,The search method of submersion people and objects by using drones ,노인철,노인철,2015-6-8,2015-6-8,2015-6-26,,https://patents.google.com/patent/KR20150071694A/en,https://patentimages.storage.googleapis.com/32/6f/3d/badab3d448a405/pat00002.png
CN-107218849-B,A kind of intelligent simulation target drone and its working method ,"陈东华, 廖科文","陈东华, 廖科文",2017-6-18,2017-6-18,2018-11-20,2018-11-20,https://patents.google.com/patent/CN107218849B/en,
JP-2017052389-A,Drone and drone group ,"公立大学法人会津大学, Univ Of Aizu","嶐一 岡, Ryuichi Oka, 嶐一 岡",2015-9-9,2015-9-9,2017-3-16,,https://patents.google.com/patent/JP2017052389A/en,https://patentimages.storage.googleapis.com/1e/f8/ac/f84489d06fafbf/2017052389-93.png
US-11127071-B2,Drone station marketplace ,International Business Machines Corporation,"Cesar Augusto Rodriguez Bravo, Jesse Mendez MONGE, Romelia Flores",2018-9-17,2018-9-17,2021-9-21,2021-9-21,https://patents.google.com/patent/US11127071B2/en,https://patentimages.storage.googleapis.com/c1/8f/a2/bea5a94af59fac/US11127071-20210921-D00000.png
US-2021083512-A1,Drone-based vr/ar device recharging system ,"Otoy, Inc.","Julian Michael Urbach, Clayton C. SPARKS, Charles Wallace",2017-1-27,2020-7-27,2021-3-18,,https://patents.google.com/patent/US20210083512A1/en,https://patentimages.storage.googleapis.com/1a/6f/a5/7811b883b70f4c/US20210083512A1-20210318-D00000.png
US-11250709-B2,Drone air traffic control incorporating weather updates ,"Metal Raptor, Llc",Lee Priest,2016-6-10,2018-8-10,2022-2-15,2022-2-15,https://patents.google.com/patent/US11250709B2/en,https://patentimages.storage.googleapis.com/60/e7/0b/c0432383797807/US11250709-20220215-D00000.png
KR-101779938-B1,Drone Security System for Protecting Privacy and Method for Controlling the Same ,국민대학교산학협력단,"김태우, 이건상, 변원태, 성기욱, 성덕주, 이동호",2016-2-29,2016-2-29,2017-9-19,2017-9-19,https://patents.google.com/patent/KR101779938B1/en,https://patentimages.storage.googleapis.com/a1/db/23/3355f7692f075b/112016019878981-pat00001.png
US-11894870-B2,"Systems and methods for detecting, monitoring, and mitigating the presence of a drone using frequency hopping ","SkySafe, Inc.","Brandon Fang-Hsuan Lo, Scott Torborg, Chun Kin Au Yeung",2019-5-29,2023-1-9,2024-2-6,2024-2-6,https://patents.google.com/patent/US11894870B2/en,https://patentimages.storage.googleapis.com/bc/af/3f/265eba63f4789f/US11894870-20240206-D00000.png
KR-101973842-B1,Automatic wireless drone charging station ,한국기술교육대학교 산학협력단,"최정훈, 장현준, 임성규, 임현철, 조성호, 가프노프 이고르",2017-1-10,2017-1-10,2019-4-29,2019-4-29,https://patents.google.com/patent/KR101973842B1/en,https://patentimages.storage.googleapis.com/c4/9b/21/7a434c4410ced2/112017002938756-pat00003.png
JP-2021504208-A,"Sprayer and its control method, as well as plant protection drone ","エスゼット ディージェイアイ テクノロジー カンパニー リミテッドＳｚ Ｄｊｉ Ｔｅｃｈｎｏｌｏｇｙ Ｃｏ．，Ｌｔｄ, エスゼット  ディージェイアイ  テクノロジー  カンパニー  リミテッド","フェン、ズアン, チャン、ジジン",2017-12-18,2017-12-18,2021-2-15,,https://patents.google.com/patent/JP2021504208A/en,
US-2018067502-A1,Drone security system ,Richard Chi-Hsueh,Richard Chi-Hsueh,2016-8-10,2017-8-7,2018-3-8,,https://patents.google.com/patent/US20180067502A1/en,https://patentimages.storage.googleapis.com/d1/dc/cc/c40bb295a06e55/US20180067502A1-20180308-D00000.png
US-11455897-B1,Drone digital locker builder ,Alarm.Com Incorporated,"Robert Nathan Picardi, Matthew Daniel Correnti",2018-8-13,2020-8-7,2022-9-27,2022-9-27,https://patents.google.com/patent/US11455897B1/en,https://patentimages.storage.googleapis.com/da/59/36/2ba2f679b60fb8/US11455897-20220927-D00000.png
US-11395464-B2,Autonomous drone bees ,Arnaud Z. Ajamian,Arnaud Z. Ajamian,2017-12-18,2018-12-18,2022-7-26,2022-7-26,https://patents.google.com/patent/US11395464B2/en,https://patentimages.storage.googleapis.com/ff/09/f3/a75f4ddbc043c8/US11395464-20220726-D00000.png
KR-20170138663-A,Drone Station ,(주)화이버 옵틱코리아,김양곤,2016-6-8,2016-6-8,2017-12-18,,https://patents.google.com/patent/KR20170138663A/en,https://patentimages.storage.googleapis.com/1f/c4/2d/d0cbaf833aa4d0/pat00001.png
US-10405463-B2,Multi-rotor aerial drone with vapor chamber ,Qualcomm Incorporated,"Jorge Rosales, Victor Chiriac, Jose Gilberto Corleto Mena",2017-6-16,2017-6-16,2019-9-3,2019-9-3,https://patents.google.com/patent/US10405463B2/en,https://patentimages.storage.googleapis.com/26/e6/95/834000950ac814/US10405463-20190903-D00000.png
US-2021166571-A1,Mobile network-based drone supervision method and apparatus ,"Huawei Technologies Co., Ltd.","Haoren ZHU, Weisheng JIN",2018-8-16,2021-2-12,2021-6-3,,https://patents.google.com/patent/US20210166571A1/en,https://patentimages.storage.googleapis.com/77/f4/e3/a11f876fedcead/US20210166571A1-20210603-D00000.png
AU-2018371578-B2,Fuel cell power pack for drone and method for monitoring state information thereof ,Doosan Mobility Innovation Inc.,"Yong Shik Chong, Soon Suk Roh",2017-11-24,2018-11-16,2022-7-7,2022-7-7,https://patents.google.com/patent/AU2018371578B2/en,
KR-102112581-B1,Method And Apparatus for Analyzing Accident Cause by Using Drone Forensic ,엘에스웨어(주),"김민수, 임홍덕",2018-11-6,2018-11-6,2020-5-19,2020-5-19,https://patents.google.com/patent/KR102112581B1/en,https://patentimages.storage.googleapis.com/7a/19/24/839c47c401100f/112018110064500-pat00001.png
WO-2017081550-A1,"Shipping method, warehouse, drone and system ","Bruni Federico, Sardo Giuseppe","Federico BRUNI, Giuseppe SARDO",2015-11-12,2016-3-11,2017-5-18,,https://patents.google.com/patent/WO2017081550A1/en,
US-2012175468-A1,Remote Controlled Drone Aircraft to Mist and Cool Roofs ,Eric Zerof,Eric Zerof,2011-1-12,2011-2-11,2012-7-12,,https://patents.google.com/patent/US20120175468A1/en,https://patentimages.storage.googleapis.com/53/66/56/6d56c39d715cea/US20120175468A1-20120712-D00000.png
RU-2527248-C1,Drone with hybrid power plant (versions) ,Дмитрий Сергеевич Дуров,Дмитрий Сергеевич Дуров,2013-4-17,2013-4-17,2014-8-27,2014-8-27,https://patents.google.com/patent/RU2527248C1/en,https://patentimages.storage.googleapis.com/e4/35/02/1b23c00fc552c3/00000002.png
CN-105160669-A,Method for detecting and locating insulator defects in power transmission line image via a drone ,马鞍山市安工大工业技术研究院有限公司,"方挺, 韩家明",2015-8-21,2015-8-21,2015-12-16,,https://patents.google.com/patent/CN105160669A/en,
KR-101973148-B1,Method and apparatus for drone battery charging ,한화시스템 주식회사,김주희,2018-10-31,2018-10-31,2019-8-26,2019-8-26,https://patents.google.com/patent/KR101973148B1/en,https://patentimages.storage.googleapis.com/79/3b/45/18a84787993b7e/112018107833252-pat00001.png
WO-2015167103-A1,Drone for rescuing drowning person ,안정철,안정철,2014-5-2,2014-12-5,2015-11-5,,https://patents.google.com/patent/WO2015167103A1/en,https://patentimages.storage.googleapis.com/35/7f/a8/2a3316de64032a/PCTKR2014011894-appb-D000001.png
KR-102114337-B1,Capture equipment of drone ,박찬,박찬,2018-10-15,2018-10-15,2020-5-22,2020-5-22,https://patents.google.com/patent/KR102114337B1/en,https://patentimages.storage.googleapis.com/f4/14/25/25020e31d29077/112018101382794-pat00001.png
US-10946959-B2,Drone configured for multiple uses ,Arizechukwu Nwosu,Arizechukwu Nwosu,2018-10-9,2018-10-9,2021-3-16,2021-3-16,https://patents.google.com/patent/US10946959B2/en,https://patentimages.storage.googleapis.com/28/89/31/dfa00e612b168c/US10946959-20210316-D00000.png
US-2020398999-A1,Secure recovery system for drone delivered packages ,"Ip Venue, Llc","Luis M Ortiz, Kermit D Lopez",2017-3-8,2020-9-4,2020-12-24,,https://patents.google.com/patent/US20200398999A1/en,https://patentimages.storage.googleapis.com/3c/55/96/205ec065072447/US20200398999A1-20201224-D00000.png
KR-102102539-B1,Drone soccer goal with durability and drone soccer stadium having thereof ,황용구,황용구,2018-9-20,2018-9-20,2020-4-21,2020-4-21,https://patents.google.com/patent/KR102102539B1/en,https://patentimages.storage.googleapis.com/28/7d/ee/138240428ae085/112018093743111-pat00001.png
US-10921128-B2,Method and apparatus for mapping underground or interior drone routes ,Here Global B.V.,Ivo KUZMANOVIC,2018-8-30,2018-8-30,2021-2-16,2021-2-16,https://patents.google.com/patent/US10921128B2/en,https://patentimages.storage.googleapis.com/b9/f7/42/f924e89a8c1844/US10921128-20210216-D00000.png
